UF,MUNICIPIO,DESCRICAO_ORGAO,UNIDADE,SIGLA,CAMPUS,NOME_DA_OBRA,ID,SITUACAO_DA_OBRA,PORCENTAGEM_DE_EXECUCAO,INICIO_EXECUCAO_DA_OBRA,DATA_CONCLUSAO_DA_OBRA,VALOR_CONTRATADO_OBRA,VALOR_APOS_ADITIVO
AC,Cruzeiro do Sul,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Cruzeiro do Sul,Construção do Campus Cruzeiro do Sul - IFAC,593,Concluída,"100,00",15/03/2010,10/11/2010,"5.625.785,64","6.821.446,94"
AC,Cruzeiro do Sul,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Cruzeiro do Sul,Área de convivência e estúdio do Campus Cruzeiro do Sul,54184,Concluída,"100,00",08/10/2021,06/04/2022,"791.954,00","821.476,22"
AC,Cruzeiro do Sul,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Cruzeiro do Sul,8445 - Reforma Bloco Administrativo atingido por incêndio,52566,Concluída,"100,00",12/12/2019,07/09/2020,"2.100.393,55","2.413.674,03"
AC,Cruzeiro do Sul,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Cruzeiro do Sul,CONSTRUÇÃO DA UNIDADE DIDÁTICA EXPERIMENTAL CCS - 1ª FASE,51564,Concluída,"100,00",19/11/2017,18/05/2018,"281.989,90","326.256,62"
AC,Cruzeiro do Sul,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Cruzeiro do Sul,Construção Bloco de Laboratórios - CZS - 1ª Fase - Item 1,51662,Concluída,"100,00",22/01/2019,21/07/2019,"220.000,00","0,00"
AC,Cruzeiro do Sul,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Cruzeiro do Sul,Construção do Ginásio Poliesportivo Campus Cruzeiro do Sul,47673,Concluída,"100,00",18/06/2015,17/07/2016,"1.600.000,00","1.667.435,40"
AC,Cruzeiro do Sul,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Cruzeiro do Sul,Const. Bloco de Laboratórios - CZS - 1ª Fase - Itens 2 e 3,1201426322,Concluída,"100,00",16/01/2019,15/07/2019,"143.990,50","0,00"
AC,Cruzeiro do Sul,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Cruzeiro do Sul,"8444 - Construção Rampa, galpão e cobertura passarelas",52568,Concluída,"100,00",12/12/2019,07/09/2020,"889.123,16","1.036.870,07"
AC,Cruzeiro do Sul,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Cruzeiro do Sul,Construção da Unidade Didática Experimental CCS - 2ª Fase,1201426508,Concluída,"100,00",17/10/2018,15/01/2019,"239.500,00","0,00"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Rio Branco,Construção do Ginásio Poliesportivo do Campus Rio Branco,47672,Concluída,"100,00",24/06/2015,23/07/2016,"1.587.000,00","1.744.663,45"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Rio Branco,Reforma do Refeitório do Campus Rio Branco,56793,Concluída,"100,00",03/01/2024,01/07/2024,"1.174.364,31","1.249.924,31"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Rio Branco,CONSTRUÇÃO DO CAMPUS RIO BRANCO - IFAC,592,Concluída,"100,00",10/10/2009,07/12/2010,"9.922.217,01","13.016.436,29"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Rio Branco,REFORMA E REESTRUTURAÇÃO DA BIBLIOTECA E REGISTRO ESCOLAR,51525,Concluída,"100,00",14/12/2017,14/03/2018,"265.085,45","265.085,45"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Rio Branco,Reforma do Campus Rio Branco,54013,Concluída,"100,00",15/12/2021,13/07/2022,"559.500,00","0,00"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Rio Branco,REFORMA DA INCUBAC - LABORATÓRIO IFMAKER,53776,Concluída,"100,00",21/10/2020,20/11/2020,"33.500,00","44.738,58"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Rio Branco,EXECUÇÃO DE OBRA  DE ADEQUAÇÃO NA ILUMINAÇÃO EXTERNA,53773,Concluída,"97,77",20/01/2021,06/03/2021,"106.648,99","95.978,86"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Rio Branco,Execução do SPDA no Campus Rio Branco,54541,Concluída,"100,00",15/12/2021,15/03/2022,"285.000,00","0,00"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Rio Branco,IMPLANTAÇÃO DE GERADORES DE ENERGIA SOLAR FOTOVOLTAICOS,53777,Concluída,"100,00",13/01/2020,09/10/2020,"1.196.679,04","0,00"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Rio Branco,Obra Emergencial de Contenção do Talude do Campus Rio Branco,32314,Concluída,"100,00",15/02/2013,14/08/2013,"2.815.500,34","0,00"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Rio Branco,REFORMA DA GUARITA E ADEQUAÇÃO DA CIRCULAÇÃO DO ESTACIONAMEN,1201426302,Concluída,"100,00",07/02/2019,08/05/2019,"78.946,29","0,00"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Rio Branco Baixada do Sol,Construção da Quadra Poliesportiva do Campus Baixada do Sol,54200,Concluída,"100,00",30/12/2021,26/10/2022,"1.420.000,00","1.497.854,52"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Rio Branco Baixada do Sol,Execução do SPDA no Campus Agrícola Baixada do Sol,54540,Concluída,"100,00",15/12/2021,15/03/2022,"240.000,00","0,00"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Rio Branco Baixada do Sol,Reestruturação do Campus Rio Branco Baixada do Sol - 4ª Fase,54201,Concluída,"100,00",30/12/2021,26/10/2022,"947.900,00","0,00"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Rio Branco Baixada do Sol,"REFORMA E ADAPTAÇÕES DO BLOCO \""E\"" DO CAMPUS RIO BRANCO",51524,Concluída,"100,00",20/12/2017,19/04/2018,"164.799,25","166.627,64"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Rio Branco Baixada do Sol,Reforma do Campus Baixada do Sol (2ª FASE),53778,Concluída,"100,00",13/01/2020,12/04/2020,"453.449,99","496.290,04"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Rio Branco Baixada do Sol,Reestruturação do Campus Rio Branco Baixada do Sol - 6ª Fase,56612,Concluída,"100,00",08/12/2023,05/07/2024,"986.390,15","1.022.529,74"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Rio Branco Baixada do Sol,Subestação Aérea 225 KVA Campus Rio Branco Baixada do Sol,54203,Concluída,"100,00",30/12/2021,30/03/2022,"379.625,17","0,00"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Rio Branco Baixada do Sol,REFORMA E AMPLIAÇÃO DO CAMPUS BAIXADA DO SOL,1201426319,Concluída,"100,00",22/12/2018,20/06/2019,"527.066,02","0,00"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Rio Branco Baixada do Sol,Reforma do Campus Baixada do Sol (3ª FASE),53707,Concluída,"100,00",18/01/2021,01/06/2021,"416.608,42","416.585,87"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Xapuri,Reforma do Auditório do Campus Xapuri,53767,Concluída,"100,00",18/01/2021,18/05/2021,"459.000,00","417.844,15"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Reitoria do Instituto Federal do Acre,Construção da Sede Definitiva da Reitoria do IFAC - 2ª Fase,56495,Concluída,"100,00",20/10/2023,18/03/2024,"1.276.000,00","0,00"
AC,Rio Branco,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Reitoria do Instituto Federal do Acre,Construção da Sede Definitiva da Reitoria do IFAC,53097,Concluída,"100,00",08/08/2020,30/01/2022,"8.872.000,00","11.690.875,85"
AC,Sena Madureira,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Sena Madureira,Construção do Campus Sena Madureira - IFAC,594,Concluída,"99,86",04/03/2016,30/10/2016,"4.443.617,52","4.921.020,58"
AC,Sena Madureira,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Sena Madureira,Remanescente de Obra Unidade Didática Experimental CSM,1201426313,Concluída,"100,00",14/09/2022,13/03/2023,"631.759,53","730.124,98"
AC,Sena Madureira,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Sena Madureira,CONSTRUÇÃO DE DEPÓSITO E REFORMA DO CAMPUS SENA MADUREIRA,53770,Concluída,"100,00",08/01/2020,07/05/2020,"211.999,08","241.999,48"
AC,Sena Madureira,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Sena Madureira,Construção do Bloco de Salas de Aula Campus Sena Madureira,51663,Concluída,"100,00",23/01/2019,22/07/2019,"542.553,87","0,00"
AC,Tarauacá,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,CAMPUS TARAUACÁ,CONSTRUÇÃO GINÁSIO POLIESPORTIVA CAMPUS TARAUACÁ - 1ª FASE,53312,Concluída,"100,00",03/08/2020,30/01/2021,"855.603,52","915.603,52"
AC,Tarauacá,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,CAMPUS TARAUACÁ,2ª Fase de Construção da Quadra Poliesportiva,53923,Concluída,"100,00",02/09/2021,30/01/2022,"899.000,00","1.101.096,11"
AC,Tarauacá,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,CAMPUS TARAUACÁ,Conclusão do Remanescente do Campus Tarauacá.,53914,Concluída,"100,00",13/12/2021,09/09/2022,"888.700,00","880.631,28"
AC,Tarauacá,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,CAMPUS TARAUACÁ,Construção Ginásio Poliesportiva Campus Tarauacá - 3ª Fase,56629,Concluída,"100,00",18/09/2023,15/04/2024,"1.764.000,00","1.800.000,00"
AC,Tarauacá,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,CAMPUS TARAUACÁ,Construção do Refeitório do Campus Tarauacá,51661,Concluída,"97,41",23/01/2019,22/07/2019,"1.080.899,99","1.217.255,76"
AC,Xapuri,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Xapuri,Execução do SPDA do Campus Xapuri,54542,Concluída,"100,00",15/12/2021,15/03/2023,"298.000,00","0,00"
AC,Xapuri,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Xapuri,Construção do Laboratório Sensorial e Vendas Campus Xapuri,53775,Concluída,"100,00",11/02/2020,09/08/2020,"348.000,00","348.000,00"
AC,Xapuri,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Xapuri,Reforma e Adaptação dos Laboratórios de Alimentos e de Solos,51567,Concluída,"100,00",19/12/2017,17/02/2018,"36.399,00","0,00"
AC,Xapuri,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Xapuri,"CONSTRUÇÃO DO ALMOXARIFADO, DEPÓSITO, ADEQUAÇÃO ELÉTRICA",1201426315,Concluída,"100,00",27/12/2018,26/04/2019,"178.000,00","0,00"
AC,Xapuri,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Xapuri,Ampliação da estrutura física do Campus Xapuri,27970,Concluída,"100,00",23/01/2013,17/07/2014,"5.058.026,78","5.791.506,02"
AC,null,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Campus Rio Branco Baixada do Sol,Reestruturação do Campus Rio Branco Baixada do Sol - 5ª Fase,54363,Concluída,"100,00",13/09/2022,11/04/2023,"839.500,00","0,00"
AL,Arapiraca,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Arapiraca,Obra de Complementação do Campus Arapiraca,580,Concluída,"99,32",26/09/2016,24/05/2017,"6.190.848,88","6.993.120,38"
AL,Batalha,Educação Profissional,Instituto Federal de Alagoas,IFAL,CAMPUS BATALHA,Obra de construção do Campus Batalha,53693,Em Execução,"70,86",11/02/2022,01/02/2024,"15.813.225,40","19.041.427,70"
AL,Coruripe,Educação Profissional,Instituto Federal de Alagoas,IFAL,CAMPUS CORURIPE,Campus Coruripe,32306,Concluída,"99,36",23/03/2015,21/05/2016,"10.387.159,00","12.099.311,02"
AL,Maceió,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Maceió,Serviço de Reforma e Ampliação do Auditório do Campus Maceió,49612,Concluída,"100,00",12/12/2016,10/07/2017,"1.199.000,00","1.499.832,41"
AL,Maceió,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Maceió,REFORMA GERAL DO CAMPUS MACEIÓ,13839,Concluída,"100,00",23/08/2012,19/02/2013,"2.582.760,57","3.986.001,74"
AL,Maceió,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Maceió,Reforma da Piscina do Campus Maceió,50340,Concluída,"100,00",11/06/2018,08/12/2018,"833.108,21","1.013.087,58"
AL,Maceió,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Maceió,Recuperação Estrutural,7219,Concluída,"100,00",16/09/2010,null,"99.922,06","0,00"
AL,Maceió,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Maceió,Readequação das calçadas e reformas das guaritas,50329,Concluída,"100,00",01/02/2021,08/03/2022,"533.049,99","582.332,68"
AL,Maceió,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Maceió,Obra de complementação do Espaço Multieventos,52467,Em Licitação,"66,78",null,null,"0,00","0,00"
AL,Maceió,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Maceió,"Reestruturação rede elétrica de baixa tensão, lógica e CFTV",50105,Concluída,"100,00",12/12/2016,10/06/2017,"2.981.048,45","3.582.048,45"
AL,Maceió,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Maceió,Reforma do Setor Médico e Odontológico,13845,Concluída,"100,00",13/02/2012,13/04/2012,"95.095,86","0,00"
AL,Maragogi,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Maragogi,CAMPUS Maragogi - AL,686,Concluída,"100,00",09/07/2012,04/07/2013,"8.681.742,97","11.069.709,09"
AL,Maragogi,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Maragogi,Construção dos Laboratórios Especiais,50318,Concluída,"100,00",16/10/2018,null,"589.987,72","622.629,69"
AL,Marechal Deodoro,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Marechal Deodoro,"Construção de 6 salas de aula, banheiros e área de lazer.",48691,Concluída,"100,00",19/08/2014,15/02/2015,"655.815,82","742.335,52"
AL,Marechal Deodoro,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Marechal Deodoro,Complementação da elevação do nível do topo do muro do IFAL,13849,Concluída,"100,00",07/05/2015,06/07/2015,"121.998,80","118.727,88"
AL,Marechal Deodoro,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Marechal Deodoro,Construção de quadra coberta com vestiário- Marechal Deodoro,55666,Concluída,"100,00",20/09/2023,17/04/2024,"1.597.166,36","1.718.547,87"
AL,Marechal Deodoro,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Marechal Deodoro,Adequação das Instalações Elétricas de Média e Baixa Tensão,48678,Concluída,"100,00",22/07/2015,20/10/2015,"259.051,19","306.141,63"
AL,Marechal Deodoro,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Marechal Deodoro,Reforma de Refeitório e Banheiros do Campus Marechal Deodoro,48603,Concluída,"100,00",29/10/2015,24/08/2016,"454.774,23","483.799,57"
AL,Marechal Deodoro,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Marechal Deodoro,Obra de Acessibilidade do Instituto Federal de Alagoas,52388,Concluída,"100,00",07/10/2019,04/02/2020,"224.610,38","332.072,11"
AL,Marechal Deodoro,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Marechal Deodoro,Execução Sistema de Combate a Incêndio e Pânico e SPDA,49603,Concluída,"95,72",24/02/2017,24/06/2017,"480.231,08","610.146,98"
AL,Marechal Deodoro,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Marechal Deodoro,AMPLIAÇÃO E REFORMA DA BIBLIOTECA,13536,Concluída,"100,00",17/01/2011,17/04/2011,"190.330,61","0,00"
AL,Murici,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Murici,Campus Muricí,4403,Concluída,"100,00",29/07/2013,24/07/2014,"8.180.946,40","10.117.123,03"
AL,Palmeira dos Índios,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Palmeira dos Índios,Obra de complementação do edifício de engenharia - Parte 2,54526,Concluída,"97,30",24/03/2023,03/06/2023,"177.654,52","0,00"
AL,Palmeira dos Índios,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Palmeira dos Índios,Obra de Construção de Subestação do Campus,54723,Concluída,"95,42",01/11/2022,30/01/2023,"604.285,84","658.966,15"
AL,Palmeira dos Índios,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Palmeira dos Índios,Adequação das instalações de combate a incêndio e pânico,50330,Concluída,"100,00",11/12/2017,10/04/2018,"706.944,57","1.065.430,09"
AL,Palmeira dos Índios,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Palmeira dos Índios,Construção de 03 salas de aulas,7572,Concluída,"100,00",27/12/2009,25/02/2010,"58.772,69","0,00"
AL,Palmeira dos Índios,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Palmeira dos Índios,Obra de complementação do edifício de engenharia - Parte 1,48672,Concluída,"99,96",21/06/2022,19/09/2022,"385.132,95","461.187,58"
AL,Palmeira dos Índios,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Palmeira dos Índios,"Reforma do campo de futebol, com implantação de pista de atl",13851,Concluída,"100,00",05/12/2011,null,"158.384,05","0,00"
AL,Palmeira dos Índios,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Palmeira dos Índios,Reforma dos sanitarios do Campus,13853,Concluída,"99,34",16/12/2014,15/04/2015,"206.786,77","287.618,08"
AL,Palmeira dos Índios,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Palmeira dos Índios,Recuperação estrutural do Campus,13852,Concluída,"99,25",19/04/2013,null,"697.742,16","0,00"
AL,Penedo,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Penedo,Reforma do refeitório e bancadas dos laboratórios,53690,Concluída,"100,00",24/01/2023,24/04/2023,"436.021,77","0,00"
AL,Penedo,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Penedo,CAMPUS Penedo - AL,691,Concluída,"98,36",17/05/2010,11/02/2011,"4.570.164,58","6.833.773,45"
AL,Penedo,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Penedo,Construção de quadra coberta com vestiário - Penedo,55667,Em Execução,"95,24",28/09/2023,25/04/2024,"1.374.953,83","1.719.593,38"
AL,Penedo,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Penedo,Adequação do sistema de combate a incêndio e pânico,52035,Concluída,"100,00",19/12/2018,18/04/2019,"483.776,11","530.472,14"
AL,Piranhas,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Piranhas,Adequação do sistema de combate a incêndio e pânico e SPDA,53681,Concluída,"100,00",18/10/2021,16/04/2022,"952.606,38","1.243.786,62"
AL,Piranhas,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Piranhas,Construção de quadra coberta com vestiário - Piranhas,55668,Concluída,"99,56",13/07/2023,08/02/2024,"1.472.982,85","1.506.742,11"
AL,Piranhas,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Piranhas,Campus Piranhas/Xingó - AL,699,Concluída,"99,59",30/03/2010,17/11/2010,"5.618.956,94","7.021.350,45"
AL,Piranhas,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Piranhas,Reforma do Refeitório do Campus Piranhas,50332,Concluída,"100,00",14/01/2019,12/08/2019,"603.945,88","553.441,47"
AL,Rio Largo,Educação Profissional,Instituto Federal de Alagoas,IFAL,CAMPUS RIO LARGO,Obra de construção do Campus Rio Largo,52652,Em Execução,"28,59",04/02/2022,25/01/2024,"15.242.431,21","18.425.214,12"
AL,Santana do Ipanema,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Santana do Ipanema,Obra de construção do Campus Santana do Ipanema,4422,Em Licitação,"23,41",null,null,"0,00","0,00"
AL,Santana do Ipanema,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Santana do Ipanema,Obra de complementação Campus Santana do Ipanema - Etapa 1,56628,Em Execução,"82,46",29/01/2024,28/05/2024,"1.754.016,08","1.748.447,08"
AL,São Miguel dos Campos,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus São Miguel dos Campos,Obra de Complementação do Campus São Miguel dos Campos,4400,Concluída,"100,00",19/02/2019,10/12/2020,"8.845.339,23","9.456.619,74"
AL,São Miguel dos Campos,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus São Miguel dos Campos,Construção do muro do Campus São Miguel dos Campos,49401,Concluída,"100,00",12/09/2016,11/11/2016,"277.388,42","0,00"
AL,Satuba,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Satuba,Construção de Usina Fotovoltaica,54924,Concluída,"100,00",05/10/2022,04/12/2022,"589.796,54","610.135,27"
AL,Satuba,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Satuba,Reforma do Refeitório do Campus Satuba,48554,Concluída,"100,00",17/11/2015,15/04/2016,"287.955,91","397.827,99"
AL,Satuba,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Satuba,"Reestruturação elétrica, SPDA, cabeamento e CFTV",52493,Em Planejamento pelo Proponente,"60,84",null,null,"0,00","0,00"
AL,Satuba,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Satuba,Obra de construção de ginásio polidesportivo Campus Satuba,57211,Em Execução,"16,25",01/04/2024,28/10/2024,"1.189.223,07","0,00"
AL,Satuba,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Satuba,Construção de um Aprisco no Campus Satuba do IFAL,54268,Concluída,"100,00",18/03/2022,14/09/2022,"417.268,10","426.506,30"
AL,Satuba,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Satuba,Pintura e Recuperação das Fachadas do Campus Satuba,13855,Concluída,"100,00",08/03/2013,06/07/2013,"412.467,59","0,00"
AL,Satuba,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Satuba,Muro da Escola,12549,Concluída,"100,00",05/01/2010,02/09/2010,"188.558,48","0,00"
AL,Satuba,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Satuba,Espaço Multieventos,6937,Concluída,"100,00",05/01/2010,12/08/2010,"383.972,80","0,00"
AL,Satuba,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Satuba,Centro de Atendimento ao Educando,12434,Concluída,"100,00",05/01/2010,02/09/2010,"259.626,07","0,00"
AL,Satuba,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Satuba,ADEQUAÇÃO DAS INSTALAÇÕES DE COMBATE A INCÊNDIO E PÂNICO,49662,Concluída,"100,00",28/11/2016,28/03/2017,"446.498,02","516.023,09"
AL,Viçosa,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Viçosa,Obra de reforma e ampliação do Campus Viçosa,50321,Em Execução,"88,28",03/08/2020,null,"4.969.789,82","6.549.890,31"
AL,Viçosa,Educação Profissional,Instituto Federal de Alagoas,IFAL,Campus Viçosa,Construção de quadra coberta com vestiário - Viçosa,55669,Concluída,"99,28",11/07/2023,06/02/2024,"1.200.415,46","1.217.496,99"
AM,Boca do Acre,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",IFAM,Campus Avançado Boca do Acre,AQUISI E INST. DE SALAS MODU IFAM CAMPUS DE BOCA DO ACRE,55894,Em Licitação,"0,00",null,null,"0,00","0,00"
AM,Coari,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",IFAM,Campus Coari,Construção da Unidade Educacional Produtiva-Aquicultura,52709,Concluída,"100,00",28/02/2020,28/05/2020,"213.724,97","0,00"
AM,Coari,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",IFAM,Campus Coari,CCO - Campus Coari - Construção do Ginásio Poliesportivo,47084,Concluída,"99,69",13/04/2015,10/10/2015,"3.218.723,70","3.532.348,14"
AM,Coari,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",IFAM,Campus Coari,CCO - Campus Coari - Constr. Piscina semi-olímpica e vest,25862,Concluída,"100,00",02/05/2012,29/10/2012,"1.357.219,96","1.609.589,74"
AM,Coari,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",IFAM,Campus Coari,Reforma e Ampliação do Refeitório - Campus Coari,52702,Concluída,"100,00",30/11/2022,28/02/2023,"763.700,44","0,00"
AM,Coari,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",IFAM,Campus Coari,Obra de Const. do muro de contorno IFAM Campus Coari,55814,Em Planejamento pelo Proponente,"0,00",null,null,"0,00","0,00"
AM,Eirunepé,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",IFAM,Campus Eirunepé,Reforma e Ampliação do anexo do Campus Eirunepé,49427,Concluída,"95,05",23/03/2017,21/06/2017,"556.042,00","620.391,44"
AM,Eirunepé,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",IFAM,Campus Eirunepé,Obra de Const. do Ginásio Polies. do IFAM Campus Eirunepé,55812,Em Planejamento pelo Proponente,"0,00",null,null,"0,00","0,00"
AM,Eirunepé,Educação Profissional,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",IFAM,Campus Eirunepé,CEIRU - Obra de Construção do Campus/IFAM,23637,Em Execução,"92,44",09/01/2023,05/11/2023,"5.876.876,67","7.078.493,09"
